date_time,totalprecip_mm,avgvis_km,temp_c,wind_kph,pressure_in,humidity,pm2_5,pm10,o3,no2,so2,co
2021-11-11,0.0,10.0,19.7,7.96,30.02,77.0,17.2,15.0,26.0,11.0,12.0,1.0
2021-11-12,8.4,9.8,20.3,15.91,30.06,89.0,23.4,19.0,26.0,11.0,12.0,1.0
2021-11-13,1.8,8.5,19.9,12.82,30.07,81.0,29.6,23.0,26.0,11.0,12.0,1.0
2021-11-14,0.2,10.0,20.2,10.23,30.03,82.0,35.8,27.0,26.0,11.0,12.0,1.0
2021-11-15,0.0,7.5,21.0,11.55,29.97,87.0,42.0,31.0,31.0,12.0,12.0,7.0
2021-11-16,0.7,10.0,21.9,9.61,29.95,90.0,48.2,35.0,31.0,12.0,12.0,7.0
2021-11-17,7.2,10.0,22.7,12.74,29.98,92.0,54.4,39.0,31.0,12.0,12.0,7.0
2021-11-18,8.8,9.9,19.9,12.75,29.98,89.0,60.6,43.0,31.0,12.0,12.0,7.0
2021-11-19,0.0,8.7,22.1,5.95,29.83,88.0,66.80000000000001,47.0,31.0,12.0,12.0,7.0
2021-11-20,0.0,7.0,24.1,6.88,29.8,89.0,73.0,49.0,28.0,11.0,12.0,5.0
2021-11-21,0.0,6.0,24.3,5.88,29.87,89.0,79.0,35.0,20.0,11.0,12.0,6.0
2021-11-22,33.7,6.8,20.7,12.91,30.01,91.0,51.0,28.0,21.0,11.0,12.0,3.0
2021-11-23,12.2,6.3,16.6,16.39,30.14,82.0,41.0,23.0,34.0,11.0,12.0,2.0
2021-11-24,7.7,9.0,16.6,13.67,30.14,75.0,36.0,11.0,28.0,11.0,12.0,4.0
2021-11-25,0.0,10.0,18.5,10.45,30.08,75.0,17.0,14.0,29.0,11.0,12.0,4.0
2021-11-26,0.4,10.0,19.2,10.35,30.06,81.0,20.0,29.0,49.0,12.0,12.0,3.0
2021-11-27,0.4,7.1,19.8,11.31,30.05,86.0,46.0,39.0,82.0,12.0,12.0,2.0
2021-11-28,2.3,9.4,20.0,12.77,30.05,87.0,65.0,20.0,46.0,11.0,12.0,1.0
2021-11-29,0.0,10.0,20.5,11.0,30.05,75.0,36.0,21.0,59.0,12.0,12.0,1.0
2021-11-30,2.9,10.0,20.6,15.61,30.1,77.0,37.0,42.0,77.0,11.0,12.0,2.0
2021-12-01,0.5,10.0,18.9,14.16,30.15,73.0,71.0,47.0,41.0,12.0,12.0,5.0
2021-12-02,0.2,10.0,18.3,11.13,30.15,69.0,91.0,37.0,46.0,12.0,12.0,4.0
2021-12-03,0.7,10.0,18.2,9.73,30.17,69.0,58.0,46.0,50.0,12.0,12.0,5.0
2021-12-04,0.0,10.0,18.1,9.85,30.16,70.0,69.0,47.0,72.0,12.0,12.0,3.0
2021-12-05,0.5,10.0,18.1,11.44,30.16,74.0,61.0,44.0,71.0,12.0,12.0,4.0
2021-12-06,0.4,10.0,18.3,10.96,30.13,70.0,57.0,46.0,64.0,11.0,12.0,4.0
2021-12-07,0.7,10.0,17.9,9.56,30.13,70.0,66.0,47.0,50.0,11.0,12.0,5.0
2021-12-08,1.0,9.8,18.6,10.94,30.14,81.0,69.0,27.0,46.0,12.0,12.0,5.0
2021-12-09,17.8,7.4,18.4,14.78,30.14,95.0,40.0,39.0,30.0,12.0,12.0,6.0
2021-12-10,3.7,8.3,19.7,8.87,30.08,89.0,57.0,60.0,37.0,11.0,12.0,9.0
2021-12-11,1.8,10.0,20.5,7.7,30.08,90.0,94.0,47.0,38.0,11.0,12.0,5.0
2021-12-12,7.5,9.9,20.8,12.48,30.12,87.0,77.0,29.0,36.0,11.0,12.0,3.0
2021-12-13,14.0,9.9,19.7,16.1,30.12,84.0,41.0,50.0,70.0,12.0,12.0,3.0
2021-12-14,0.0,10.0,19.5,8.16,30.02,85.0,86.0,45.0,40.0,12.0,12.0,7.0
2021-12-15,0.0,9.7,20.8,6.12,29.94,86.0,75.0,39.0,34.0,12.0,12.0,7.0
2021-12-16,1.2,8.0,21.3,4.85,29.94,91.0,63.0,43.0,45.0,11.0,12.0,9.0
2021-12-17,6.2,7.3,21.8,14.87,30.02,91.0,66.0,29.0,32.0,11.0,12.0,2.0
2021-12-18,10.0,6.0,19.2,19.12,30.12,89.0,45.0,40.0,44.0,11.0,12.0,3.0
2021-12-19,3.7,10.0,18.5,16.34,30.15,73.0,64.0,22.0,43.0,12.0,12.0,2.0
2021-12-20,0.0,10.0,18.5,10.2,30.05,68.0,41.0,20.0,42.0,11.0,12.0,3.0
2021-12-21,0.0,10.0,18.6,7.22,30.03,75.0,34.0,30.0,38.0,11.0,12.0,4.0
2021-12-22,0.0,10.0,19.1,5.4,30.0,82.0,51.0,21.0,37.0,12.0,12.0,4.0
2021-12-23,0.0,10.0,19.6,6.64,29.95,85.0,34.0,48.0,37.0,12.0,12.0,6.0
2021-12-24,0.0,10.0,20.1,6.12,29.95,87.0,85.0,50.0,35.0,12.0,12.0,6.0
2021-12-25,43.5,10.0,20.9,9.21,30.02,92.0,90.0,29.0,30.0,12.0,12.0,4.0
2021-12-26,40.2,9.6,19.6,13.78,30.1,95.0,49.0,22.0,33.0,11.0,12.0,3.0
2021-12-27,15.0,10.0,16.9,18.58,30.21,90.0,34.0,5.0,29.0,12.0,12.0,2.0
2021-12-28,0.6,10.0,16.2,13.22,30.19,88.0,10.0,4.0,23.0,12.0,12.0,4.0
2021-12-29,3.0,7.5,18.1,13.17,30.15,91.0,8.0,10.0,26.0,11.0,12.0,4.0
2021-12-30,7.0,9.7,18.0,15.96,30.19,93.0,15.0,30.0,44.0,12.0,12.0,4.0
2021-12-31,22.2,6.8,18.0,12.26,30.17,93.0,47.0,34.0,42.0,12.0,12.0,5.0
2022-01-01,13.0,10.0,18.7,12.09,30.15,92.0,117.0,34.0,35.0,12.0,12.0,4.0
2022-01-02,11.8,8.6,18.4,12.31,30.13,93.0,51.0,30.0,39.0,12.0,12.0,2.0
2022-01-03,1.2,10.0,18.9,9.15,30.07,90.0,46.0,38.0,39.0,12.0,12.0,3.0
2022-01-04,0.4,10.0,20.0,5.9,30.03,88.0,58.0,27.0,35.0,12.0,12.0,3.0
2022-01-05,0.0,10.0,19.7,5.51,29.98,90.0,40.0,27.0,30.0,12.0,12.0,5.0
2022-01-06,2.5,10.0,21.0,5.29,30.02,90.0,38.0,23.0,28.0,12.0,12.0,6.0
2022-01-07,4.2,7.0,21.2,6.1,30.06,90.0,32.0,26.0,32.0,12.0,12.0,5.0
2022-01-08,0.1,9.0,20.6,5.72,30.03,90.0,39.0,21.0,23.0,12.0,12.0,12.0
2022-01-09,2.9,5.7,21.3,5.55,30.0,92.0,30.0,27.0,26.0,11.0,12.0,7.0
2022-01-10,1.7,6.0,20.6,8.22,29.97,92.0,42.0,28.0,29.0,12.0,12.0,5.0
2022-01-11,11.0,7.1,18.8,13.87,30.1,93.0,38.0,23.0,25.0,12.0,12.0,6.0
2022-01-12,0.2,10.0,18.8,6.2,30.06,88.0,33.0,14.0,31.0,12.0,12.0,4.0
2022-01-13,12.2,10.0,20.0,11.17,30.02,89.0,23.0,32.0,86.0,12.0,12.0,7.0
2022-01-14,0.1,10.0,19.6,6.26,30.02,89.0,46.0,26.0,37.0,12.0,12.0,8.0
2022-01-15,0.0,10.0,20.4,4.81,30.02,87.0,38.0,19.0,38.0,11.0,12.0,8.0
2022-01-16,0.1,9.7,20.6,6.27,30.03,90.0,25.0,18.0,32.0,11.0,12.0,8.0
2022-01-17,11.0,9.3,19.1,12.66,30.08,91.0,33.0,24.0,22.0,12.0,16.0,9.0
2022-01-18,0.7,10.0,16.0,13.08,30.16,85.0,36.0,17.5,26.0,12.0,12.0,3.0
2022-01-19,0.2,10.0,17.6,9.09,30.08,86.0,31.5,17.0,24.0,12.0,12.0,10.0
2022-01-20,0.0,10.0,18.3,6.14,29.98,86.0,30.0,24.0,42.0,12.0,12.0,6.0
2022-01-21,0.9,9.0,19.4,5.97,29.95,89.0,35.5,27.5,26.0,11.0,12.0,12.0
2022-01-22,0.4,8.4,20.9,5.25,29.85,91.0,46.5,31.5,32.0,12.0,12.0,9.0
2022-01-23,1.6,6.0,21.1,6.05,29.82,91.0,49.5,30.0,33.0,11.0,12.0,9.0
2022-01-24,0.1,7.0,22.0,6.55,29.82,90.0,49.5,30.5,32.0,11.0,12.0,10.0
2022-01-25,0.1,6.0,21.6,7.22,29.88,93.0,51.0,27.5,28.0,12.0,12.0,6.0
2022-01-26,0.4,6.0,22.0,6.53,29.9,92.0,47.5,25.0,21.0,12.0,12.0,8.0
2022-01-27,0.0,7.3,22.5,7.03,29.89,90.0,42.5,9.0,23.0,11.0,12.0,7.0
2022-01-28,1.1,10.0,22.4,7.18,29.89,85.0,13.0,6.0,23.0,12.0,12.0,7.0
2022-01-29,3.2,9.0,22.6,6.5,29.83,87.0,9.0,13.0,27.0,11.0,12.0,6.0
2022-01-30,8.3,10.0,18.4,14.43,29.91,91.0,19.0,14.0,26.0,11.0,12.0,3.0
2022-01-31,4.4,10.0,17.2,14.84,29.98,90.0,28.0,26.0,20.0,11.0,12.0,5.0
2022-02-01,1.4,10.0,16.5,9.95,30.0,88.0,50.0,24.5,22.0,11.0,12.0,3.0
2022-02-02,1.7,10.0,17.6,8.91,30.0,89.0,44.0,23.5,23.0,11.0,12.0,3.0
2022-02-03,1.5,10.0,16.6,10.55,30.02,91.0,41.0,14.5,21.0,12.0,12.0,3.0
2022-02-04,5.2,10.0,16.8,12.97,30.09,90.0,31.5,18.0,24.0,12.0,12.0,4.0
2022-02-05,4.4,8.5,16.6,13.8,30.14,88.0,31.0,15.0,23.0,12.0,12.0,4.0
2022-02-06,0.2,10.0,16.8,7.95,30.05,84.0,22.0,18.0,30.0,12.0,12.0,5.0
2022-02-07,0.3,10.0,20.1,5.44,29.93,90.0,27.5,26.5,28.0,11.0,12.0,5.0
2022-02-08,3.1,5.7,21.9,6.88,29.91,92.0,41.5,30.0,20.0,11.0,12.0,4.0
2022-02-09,6.4,3.5,20.2,11.59,29.93,95.0,46.0,14.5,22.0,12.0,12.0,3.0
2022-02-10,0.4,6.0,20.0,7.79,29.94,93.0,22.0,13.0,26.0,12.0,12.0,4.0
2022-02-11,0.7,5.0,21.0,4.47,29.9,94.0,19.5,19.5,26.0,12.0,12.0,6.0
2022-02-12,4.5,7.3,22.0,6.44,29.84,92.0,31.5,20.0,26.0,12.0,12.0,1.0
2022-02-13,7.3,5.9,20.3,10.86,29.85,96.0,30.5,25.5,26.0,12.0,12.0,2.0
2022-02-14,3.2,7.9,17.1,12.42,29.99,91.0,36.5,14.5,22.0,11.0,12.0,3.0
2022-02-15,1.2,10.0,18.5,8.64,29.95,89.0,21.0,13.0,27.0,12.0,12.0,3.5
2022-02-16,19.1,8.7,19.8,7.47,29.84,88.0,21.0,29.0,28.0,12.0,12.0,1.0
2022-02-17,11.5,8.0,22.1,5.47,29.76,91.0,47.0,35.0,30.0,11.0,12.0,3.0
2022-02-18,0.5,8.0,23.5,3.99,29.77,90.0,56.0,28.0,27.0,11.0,12.0,1.0
2022-02-19,18.3,8.0,19.5,12.6,29.88,93.0,44.0,30.5,24.0,11.0,12.0,3.3333333333333335
2022-02-20,9.8,9.8,12.1,18.87,30.12,91.0,48.0,20.5,23.0,12.0,12.0,3.6666666666666665
2022-02-21,8.9,4.8,11.2,16.29,30.17,94.0,33.0,15.0,24.0,11.0,12.0,4.333333333333333
2022-02-22,3.3,6.5,12.5,15.18,30.21,88.0,21.5,14.0,29.0,12.0,12.0,4.333333333333333
2022-02-23,1.3,10.0,13.8,15.67,30.26,77.0,19.0,12.5,115.0,11.0,12.0,3.5
2022-02-24,4.0,10.0,15.0,10.96,30.23,84.0,18.0,11.0,57.0,12.0,12.0,3.0
2022-02-25,0.7,10.0,16.7,9.28,30.17,86.0,16.5,15.0,32.0,12.0,12.0,3.0
2022-02-26,0.9,10.0,18.4,8.33,30.11,87.0,21.0,19.0,38.0,12.0,12.0,3.5
2022-02-27,0.1,9.0,19.3,5.68,30.06,90.0,32.0,16.0,222.0,11.0,12.0,3.0
2022-02-28,0.0,9.7,20.1,4.93,29.99,89.0,32.0,12.0,38.0,11.0,12.0,3.5
2022-03-01,0.8,6.0,21.2,6.34,29.97,90.0,37.0,14.0,177.0,11.0,12.0,2.0
2022-03-02,2.2,6.3,21.5,6.65,29.99,89.0,21.0,3.0,310.0,11.0,12.0,2.3333333333333335
2022-03-03,0.4,10.0,21.7,6.51,29.92,84.0,4.0,6.0,25.0,11.0,12.0,2.6666666666666665
2022-03-04,0.0,6.7,22.5,6.31,29.86,87.0,9.0,23.0,27.0,12.0,12.0,2.6666666666666665
2022-03-05,0.0,8.3,22.8,5.81,29.87,87.0,34.0,42.0,18.0,12.0,12.0,2.5
2022-03-06,0.0,10.0,23.3,6.93,29.85,89.0,63.0,54.0,20.0,11.0,12.0,3.5
2022-03-07,20.0,8.7,21.2,11.42,30.0,95.0,91.0,48.0,20.0,11.0,12.0,1.5
2022-03-08,0.3,10.0,20.9,8.73,29.97,82.0,88.0,19.0,112.0,11.0,12.0,2.0
2022-03-09,0.0,10.0,21.2,7.91,29.94,83.0,29.0,22.0,46.0,12.0,12.0,2.0
2022-03-10,0.5,10.0,21.0,5.84,29.94,85.0,33.0,20.0,351.0,11.0,12.0,2.0
2022-03-11,0.7,10.0,21.0,5.54,29.88,88.0,31.0,11.0,306.0,11.0,12.0,2.3333333333333335
2022-03-12,0.1,9.0,22.0,6.44,29.85,86.0,16.0,11.0,155.0,11.0,12.0,3.0
2022-03-13,0.0,10.0,22.7,6.12,29.84,83.0,17.0,22.0,55.0,11.0,12.0,3.3333333333333335
2022-03-14,0.0,10.0,23.1,6.59,29.84,84.0,33.0,19.0,23.0,11.0,12.0,3.6666666666666665
2022-03-15,0.5,8.0,23.3,5.32,29.81,85.0,27.0,27.0,22.0,11.0,12.0,3.0
2022-03-16,0.0,10.0,23.7,6.55,29.78,82.0,40.0,41.0,21.0,12.0,12.0,2.6666666666666665
2022-03-17,0.3,8.8,23.7,7.48,29.74,90.0,64.0,36.0,248.0,11.0,12.0,2.6666666666666665
2022-03-18,1.5,8.7,24.1,6.32,29.75,89.0,59.0,29.0,201.0,11.0,12.0,2.6666666666666665
2022-03-19,0.6,7.1,24.4,6.67,29.71,88.0,43.0,24.0,38.0,12.0,12.0,1.0
2022-03-20,0.1,10.0,25.4,9.18,29.71,79.0,35.0,7.0,70.0,11.0,12.0,2.6666666666666665
2022-03-21,0.2,10.0,26.2,7.18,29.73,80.0,9.0,10.0,127.0,11.0,12.0,2.3333333333333335
2022-03-22,2.5,9.9,25.9,7.55,29.76,82.0,13.0,30.0,145.0,11.0,12.0,1.0
2022-03-23,33.4,8.8,23.5,11.59,29.84,93.0,43.0,29.0,259.0,11.0,12.0,2.3333333333333335
2022-03-24,0.7,8.4,22.4,8.12,29.8,92.0,43.0,30.5,196.0,11.0,12.0,3.3333333333333335
2022-03-25,0.4,8.3,25.9,5.82,29.71,85.0,45.5,19.0,326.0,11.0,12.0,3.0
2022-03-26,0.0,10.0,28.1,10.77,29.72,71.0,28.0,20.5,183.0,12.0,13.0,3.3333333333333335
2022-03-27,5.5,10.0,23.8,11.8,29.88,85.0,30.5,25.0,183.0,12.0,13.0,2.0
2022-03-28,4.5,10.0,21.2,10.1,29.99,84.0,38.0,30.5,183.0,12.0,13.0,2.3333333333333335
2022-03-29,0.6,9.7,21.9,7.04,29.9,83.0,48.0,39.0,33.0,11.0,12.0,2.6666666666666665
2022-03-30,1.3,9.0,23.7,6.34,29.88,88.0,62.5,33.0,33.0,11.0,12.0,3.5
2022-03-31,8.6,9.2,24.0,8.12,29.92,88.0,54.0,25.0,18.0,11.0,12.0,4.0
2022-04-01,58.1,8.8,20.3,21.4,30.05,90.0,39.0,32.0,21.0,11.0,12.0,4.0
2022-04-02,24.0,7.0,16.6,22.15,30.23,81.0,48.0,30.0,41.0,11.0,12.0,2.25
2022-04-03,2.2,10.0,17.7,15.04,30.18,70.0,45.0,30.5,36.0,11.0,12.0,2.5
2022-04-04,0.4,10.0,18.7,10.79,30.14,76.0,49.0,22.0,36.0,12.0,12.0,2.3333333333333335
2022-04-05,0.0,8.5,19.9,11.43,30.13,88.0,38.0,21.5,311.0,11.0,12.0,2.25
2022-04-06,0.0,10.0,21.3,8.27,30.07,78.0,32.0,27.5,500.0,11.0,12.0,2.75
2022-04-07,0.0,10.0,21.8,8.48,30.05,72.0,40.0,29.0,66.0,11.0,12.0,2.5
2022-04-08,0.0,10.0,21.6,8.31,29.98,75.0,45.5,39.0,110.0,12.0,12.0,2.0
2022-04-09,0.0,10.0,22.1,6.62,29.9,81.0,60.0,40.0,91.0,11.0,12.0,2.6666666666666665
2022-04-10,0.0,9.7,22.7,7.06,29.85,80.0,61.0,35.0,252.0,11.0,12.0,2.0
2022-04-11,0.0,8.3,24.1,7.12,29.79,85.0,54.5,39.5,238.0,11.0,12.0,2.0
2022-04-12,0.1,10.0,25.1,7.2,29.7,83.0,57.5,35.0,186.0,11.0,12.0,2.0
2022-04-13,0.0,9.7,24.6,6.69,29.72,86.0,52.0,25.0,155.0,11.0,12.0,2.0
2022-04-14,0.0,6.8,25.1,6.47,29.71,88.0,38.0,29.0,466.0,11.0,12.0,2.0
2022-04-15,0.5,7.0,26.3,6.23,29.71,86.0,42.0,36.0,389.0,11.0,12.0,2.0
2022-04-16,2.8,7.2,25.2,9.03,29.78,89.0,55.0,28.0,167.0,11.0,12.0,1.75
2022-04-17,17.7,8.7,24.2,11.66,29.87,91.0,44.0,27.0,500.0,11.0,12.0,1.75
2022-04-18,12.6,7.3,22.0,15.27,29.98,93.0,40.0,28.0,481.0,11.0,12.0,2.25
2022-04-19,1.2,10.0,19.9,12.61,30.05,87.0,43.0,32.0,190.0,11.0,12.0,2.5
2022-04-20,0.0,10.0,21.2,9.14,29.99,84.0,48.0,47.0,194.0,11.0,12.0,3.0
2022-04-21,0.4,8.7,23.7,7.44,29.87,87.0,75.0,47.5,43.0,12.0,12.0,1.6666666666666667
2022-04-22,2.3,7.2,25.1,7.09,29.77,88.0,79.0,38.5,500.0,11.0,12.0,2.0
2022-04-23,0.1,10.0,27.1,6.53,29.71,83.0,58.5,45.0,132.0,11.0,12.0,1.6666666666666667
2022-04-24,0.0,10.0,28.3,6.08,29.64,79.0,69.0,45.0,43.0,11.0,12.0,2.0
2022-04-25,0.0,10.0,29.3,8.5,29.6,69.0,74.0,31.0,101.0,11.0,13.0,2.0
2022-04-26,0.0,10.0,29.8,7.03,29.6,69.0,46.0,31.0,45.0,11.0,12.0,2.25
2022-04-27,0.0,9.8,28.9,7.9,29.67,79.0,50.0,23.0,30.0,12.0,12.0,2.25
2022-04-28,0.0,10.0,28.0,10.07,29.72,83.0,32.0,20.0,110.0,12.0,12.0,2.5
2022-04-29,0.3,9.7,27.0,7.09,29.77,84.0,29.0,31.0,36.0,12.0,12.0,2.3333333333333335
2022-04-30,4.6,8.3,26.5,7.27,29.77,85.0,44.5,17.0,51.0,11.0,12.0,1.5
2022-05-01,133.8,9.8,22.7,16.19,29.84,88.0,26.0,29.0,29.0,11.0,12.0,1.0
2022-05-02,18.7,8.0,20.1,17.22,29.97,74.0,43.0,17.0,21.0,11.0,12.0,1.0
2022-05-03,1.7,10.0,22.1,10.55,30.0,68.0,25.0,19.5,58.0,11.0,12.0,1.5
2022-05-04,6.4,10.0,21.6,8.3,29.95,72.0,29.5,24.0,38.0,11.0,12.0,2.3333333333333335
2022-05-05,0.0,10.0,22.6,6.14,29.87,76.0,34.0,29.0,42.0,11.0,12.0,1.6666666666666667
2022-05-06,0.3,10.0,24.4,6.59,29.82,85.0,43.0,21.0,44.0,11.0,12.0,2.0
2022-05-07,1.7,9.7,25.1,5.92,29.82,86.0,31.0,24.5,134.0,11.0,12.0,2.5
2022-05-08,4.9,8.1,25.9,5.66,29.81,88.0,37.5,15.0,76.0,11.0,12.0,2.0
2022-05-09,4.8,8.7,25.6,5.52,29.79,90.0,21.0,18.0,24.0,12.0,12.0,2.0
2022-05-10,0.0,8.2,26.5,5.09,29.74,91.0,25.5,13.0,20.0,11.0,12.0,1.0
2022-05-11,0.9,9.8,27.0,6.12,29.67,84.0,18.0,14.0,21.0,11.0,12.0,2.0
2022-05-12,2.3,10.0,27.3,8.35,29.62,78.0,20.0,14.0,38.0,11.0,13.0,3.0
2022-05-13,3.3,9.0,28.2,8.64,29.62,80.0,21.0,7.0,34.0,11.0,12.0,1.0
2022-05-14,2.6,8.0,26.6,6.57,29.71,92.0,10.0,11.0,30.0,12.0,12.0,1.5
2022-05-15,33.7,7.0,25.7,11.71,29.79,94.0,17.0,14.5,31.0,11.0,13.0,2.5
2022-05-16,34.1,10.0,21.5,15.14,29.94,79.0,21.5,11.5,137.0,11.0,13.0,2.0
2022-05-17,2.3,10.0,22.7,9.8,29.91,76.0,17.0,19.0,500.0,11.0,13.0,3.0
2022-05-18,0.0,10.0,24.5,8.62,29.87,85.0,28.5,28.5,500.0,11.0,13.0,2.5
2022-05-19,0.8,9.9,25.8,6.84,29.82,85.0,45.0,17.0,500.0,14.0,13.0,1.75
2022-05-20,9.3,8.8,26.5,4.49,29.72,87.0,25.0,25.0,241.0,12.0,12.0,2.25
2022-05-21,2.3,9.0,26.4,7.6,29.64,88.0,33.0,23.0,46.0,11.0,13.0,1.6666666666666667
2022-05-22,5.4,9.4,26.5,10.57,29.57,89.0,35.0,26.0,145.0,12.0,13.0,2.25
2022-05-23,0.6,10.0,26.0,9.2,29.64,93.0,33.0,22.0,145.0,11.0,13.0,2.25
2022-05-24,4.3,10.0,26.1,7.61,29.72,92.0,33.0,16.0,210.0,11.0,13.0,2.25
2022-05-25,7.9,8.6,26.8,5.93,29.69,88.0,26.0,13.0,274.0,11.0,13.0,1.5
2022-05-26,0.0,9.9,27.9,5.89,29.6,81.0,19.0,12.0,237.0,11.0,13.0,1.75
2022-05-27,0.0,9.9,29.1,7.07,29.52,73.0,18.0,16.0,298.0,11.0,13.0,2.25
2022-05-28,0.0,10.0,29.1,8.85,29.52,71.0,23.0,17.0,446.0,11.0,13.0,2.25
2022-05-29,0.2,10.0,29.5,8.37,29.54,68.0,23.0,19.0,500.0,12.0,13.0,2.25
2022-05-30,2.4,9.8,29.0,9.85,29.58,73.0,27.0,16.0,500.0,11.0,13.0,2.5
2022-05-31,2.4,9.8,27.2,9.18,29.62,84.0,23.0,16.0,480.0,11.0,13.0,2.75
2022-06-01,0.8,10.0,28.8,7.5,29.63,74.0,24.0,13.0,467.0,11.0,13.0,2.25
2022-06-02,0.0,10.0,30.1,12.38,29.56,65.0,18.0,12.0,376.0,11.0,13.0,2.5
2022-06-03,0.0,10.0,30.8,13.85,29.56,64.0,17.0,18.0,291.0,11.0,13.0,2.5
2022-06-04,0.1,10.0,29.6,16.48,29.59,65.0,26.0,17.0,364.0,11.0,13.0,2.0
2022-06-05,0.0,10.0,29.2,14.52,29.57,69.0,25.0,17.0,322.0,11.0,13.0,2.25
2022-06-06,0.3,10.0,30.0,7.18,29.57,70.0,25.0,19.0,295.0,11.0,13.0,2.75
2022-06-07,0.1,9.8,27.9,5.54,29.63,84.0,29.0,9.5,500.0,12.0,13.0,2.0
2022-06-08,0.3,10.0,27.9,6.58,29.61,77.0,13.0,9.0,379.0,11.0,13.0,2.25
2022-06-09,0.0,10.0,30.8,9.45,29.59,59.0,13.0,10.0,268.0,11.0,13.0,3.5
2022-06-10,0.1,10.0,30.1,13.6,29.58,65.0,18.0,9.0,330.0,11.0,13.0,3.25
2022-06-11,0.1,10.0,28.8,4.61,29.65,75.0,13.0,8.0,357.0,11.0,13.0,3.25
2022-06-12,0.0,10.0,29.3,6.21,29.64,70.0,13.0,10.0,464.0,11.0,13.0,3.5
2022-06-13,0.1,10.0,31.0,6.57,29.62,63.0,15.0,12.0,347.0,11.0,13.0,3.75
2022-06-14,4.3,9.9,28.7,9.88,29.67,77.0,18.0,12.0,113.0,11.0,13.0,3.25
2022-06-15,3.7,9.0,27.0,4.76,29.74,91.0,16.5,11.5,336.0,11.0,13.0,2.75
2022-06-16,0.8,10.0,28.2,6.23,29.73,80.0,15.0,11.5,137.0,11.0,13.0,2.6666666666666665
2022-06-17,0.0,10.0,30.4,11.05,29.66,65.0,15.0,9.5,279.0,11.0,13.0,4.0
2022-06-18,0.0,10.0,31.0,14.77,29.6,60.0,12.0,9.0,135.0,11.0,13.0,3.25
2022-06-19,0.0,10.0,31.8,16.73,29.55,56.0,12.0,10.0,355.0,11.0,13.0,3.5
2022-06-20,0.0,10.0,32.3,14.42,29.52,55.0,14.0,11.0,210.0,11.0,13.0,2.5
2022-06-21,0.0,10.0,31.9,13.18,29.53,58.0,15.5,11.0,153.0,11.0,13.0,2.25
2022-06-22,0.4,10.0,31.3,10.29,29.61,61.0,16.0,10.0,147.0,11.0,13.0,2.75
2022-06-23,3.3,10.0,30.2,8.27,29.67,65.0,14.5,8.5,114.0,11.0,13.0,2.75
2022-06-24,0.4,9.9,28.9,7.83,29.7,74.0,12.0,10.5,401.0,11.0,13.0,3.75
2022-06-25,5.1,10.0,29.0,7.4,29.65,72.0,14.0,12.0,82.0,11.0,13.0,3.0
2022-06-26,0.0,10.0,29.9,8.02,29.65,66.0,18.0,11.0,51.0,11.0,13.0,2.75
2022-06-27,0.0,10.0,31.2,8.2,29.64,62.0,16.0,11.0,52.0,11.0,13.0,2.5
2022-06-28,0.3,10.0,31.7,8.18,29.56,61.0,16.0,11.0,66.0,11.0,13.0,2.5
2022-06-29,2.4,9.8,30.7,7.95,29.51,67.0,17.0,14.0,48.0,11.0,13.0,2.5
2022-06-30,17.5,9.8,28.0,6.52,29.55,84.0,20.0,10.0,51.0,11.0,13.0,3.0
2022-07-01,20.3,9.3,27.8,5.43,29.55,79.0,14.0,11.0,72.0,11.0,13.0,3.75
2022-07-02,2.5,10.0,28.9,9.45,29.45,72.0,16.0,10.0,35.0,11.0,13.0,4.0
2022-07-03,0.0,10.0,29.0,13.26,29.41,69.0,14.0,10.0,25.0,11.0,13.0,3.75
2022-07-04,0.0,10.0,31.0,14.48,29.45,64.0,14.0,9.0,31.0,19.0,13.0,1.6666666666666667
2022-07-05,0.0,10.0,31.2,10.7,29.52,64.0,12.0,10.0,35.0,12.0,13.0,2.0
2022-07-06,0.1,10.0,30.3,6.13,29.6,67.0,14.0,10.0,30.0,11.0,13.0,3.0
2022-07-07,0.6,10.0,28.2,8.51,29.61,81.0,14.0,9.0,23.0,11.0,13.0,3.3333333333333335
2022-07-08,0.0,10.0,28.1,5.39,29.63,75.0,13.0,12.0,19.0,11.0,13.0,3.25
2022-07-09,4.0,10.0,27.9,5.25,29.61,77.0,17.0,11.0,26.0,11.0,13.0,2.75
2022-07-10,8.9,10.0,27.7,7.74,29.62,76.0,15.0,9.0,17.0,11.0,13.0,4.25
2022-07-11,18.1,9.4,27.5,5.68,29.64,80.0,14.0,10.0,14.0,11.0,13.0,5.0
2022-07-12,8.7,9.8,27.8,5.6,29.62,80.0,14.0,14.0,15.0,11.0,13.0,4.0
2022-07-13,14.8,9.8,27.0,6.37,29.61,86.0,19.0,11.0,14.0,11.0,13.0,4.0
2022-07-14,19.6,9.0,26.3,5.81,29.59,90.0,15.0,9.0,13.0,11.0,13.0,3.0
2022-07-15,3.1,10.0,27.7,6.53,29.62,83.0,13.0,13.0,13.0,11.0,13.0,3.0
2022-07-16,0.4,10.0,28.6,6.85,29.61,81.0,19.0,11.0,17.0,11.0,13.0,3.0
2022-07-17,0.0,10.0,30.6,7.82,29.59,72.0,15.0,12.0,18.0,11.0,13.0,2.0
2022-07-18,0.0,9.8,31.9,11.18,29.54,65.0,17.0,12.0,16.0,11.0,13.0,5.0
